Form,CSV column,Matched field label,Domain,Score,Matched
MDS-UPDRS-1,3.16 KINETIC TREMOR OF THE HANDS - L  ,3 16 kinetic tremor of the hands l,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_16_l value,updrs_3_16_l value,Motor,1.0,Yes
MDS-UPDRS-1,3.17 REST TREMOR AMPLITUDE - RUE  ,3 17 rest tremor amplitude rue,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_17_rue value,updrs_3_17_rue value,Motor,1.0,Yes
MDS-UPDRS-1,3.17 REST TREMOR AMPLITUDE - LUE  ,3 17 rest tremor amplitude lue,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_17_lue value,updrs_3_17_lue value,Motor,1.0,Yes
MDS-UPDRS-1,3.17 REST TREMOR AMPLITUDE - RLE  ,3 17 rest tremor amplitude rle,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_17_rle value,updrs_3_17_rle value,Motor,1.0,Yes
MDS-UPDRS-1,3.17 REST TREMOR AMPLITUDE - LLE  ,3 17 rest tremor amplitude lle,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_17_lle value,updrs_3_17_lle value,Motor,1.0,Yes
MDS-UPDRS-1,3.17 REST TREMOR AMPLITUDE - Lip/Jaw  ,3 17 rest tremor amplitude lip jaw,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_17_lipjaw value,updrs_3_17_lipjaw value,Motor,1.0,Yes
MDS-UPDRS-1,3.18 CONSTANCY OF REST TREMOR  ,3 18 constancy of rest tremor,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_18 value,updrs_3_18 value,Motor,1.0,Yes
MDS-UPDRS-1,A. Were dyskinesias (chorea or dystonia) present during examination?,a were dyskinesias chorea or dystonia present during examination,Motor,1.0,Yes
MDS-UPDRS-1,"B. If yes, did these movements interfere with your ratings?",b if yes did these movements interfere with your ratings,Motor,1.0,Yes
MDS-UPDRS-1,Hoehn and Yahr Stage: ,hoehn and yahr stage,Motor,1.0,Yes
MDS-UPDRS-1,4.1 TIME SPENT WITH DYSKINESIAS,4 1 time spent with dyskinesias,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_4_1 value,updrs_4_1 value,Motor,1.0,Yes
MDS-UPDRS-1,4.2 FUNCTIONAL IMPACT OF DYSKINESIAS,4 2 functional impact of dyskinesias,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_4_2 value,updrs_4_2 value,Motor,1.0,Yes
MDS-UPDRS-1,4.3 TIME SPENT IN THE OFF STATE,4 3 time spent in the off state,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_4_3 value,updrs_4_3 value,Motor,1.0,Yes
MDS-UPDRS-1,4.4 FUNCTIONAL IMPACT OF FLUCTUATIONS,4 4 functional impact of fluctuations,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_4_4 value,updrs_4_4 value,Motor,1.0,Yes
MDS-UPDRS-1,4.5 COMPLEXITY OF MOTOR FLUCTUATIONS,4 5 complexity of motor fluctuations,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_4_5 value,updrs_4_5 value,Motor,1.0,Yes
MDS-UPDRS-1,4.6 PAINFUL OFF-STATE DYSTONIA,4 6 painful off state dystonia,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_4_6 value,updrs_4_6 value,Motor,1.0,Yes
MDS-UPDRS-1,Part I: Non-Motor Aspects of Experiences of Daily Living (nM-EDL),part i non motor aspects of experiences of daily living nm edl,Composite Scores,1.0,Yes
MDS-UPDRS-1,Part II: Motor Aspects of Experiences of Daily Living (M-EDL),part ii motor aspects of experiences of daily living m edl,Composite Scores,1.0,Yes
MDS-UPDRS-1,Part III: Motor Examination,part iii motor examination,Composite Scores,1.0,Yes
MDS-UPDRS-1,Part IV: Motor Complications,part iv motor complications,Composite Scores,1.0,Yes
Medication,Questionnaire completed by:    Questionnaire complété par:,questionnaire completed by questionnaire complété par,Admin,1.0,Yes
Medication,Questionnaire completed:     Questionnaire rempli:  ,questionnaire completed questionnaire rempli,Admin,1.0,Yes
Medication,Date Correlation :    Concordance avec la date :,date correlation concordance avec la date,Admin,1.0,Yes
Medication,How is the questionnaire completed?     Comment le questionnaire est-il rempli? ,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
Medication,1. Select all current medications:    1. Sélectionnez vos médicaments actuels :,1 select all current medications 1 sélectionnez vos médicaments actuels,Medications,1.0,Yes
Medication,1a. IR levodopa dosage (Sinemet):    1a. Dose IR lévodopa (Sinemet):   ,1a ir levodopa dosage sinemet 1a dose ir lévodopa sinemet,Medications,1.0,Yes
Medication,1b. IR levodopa dosage (Prolopa):    1b. Dose IR lévodopa (Prolopa): ,1b ir levodopa dosage prolopa 1b dose ir lévodopa prolopa,Medications,1.0,Yes
Medication,1c. IR levodopa dosage (Stalevo):    1c. Dose IR lévodopa (Stalevo):,1c ir levodopa dosage stalevo 1c dose ir lévodopa stalevo,Medications,1.0,Yes
Medication,1d. Intestinal levodopa dosage (Duodopa):    1d. Dose intestinal lévodopa (Duodo,1d intestinal levodopa dosage duodopa 1d dose intestinal lévodopa duodopa,Medications,1.0,Yes
Medication,1e. CR levodopa dosage (Sinemet CR):    1e. Dose CR lévodopa (Sinemet CR):,1e cr levodopa dosage sinemet cr 1e dose cr lévodopa sinemet cr,Medications,1.0,Yes
Medication,1f. ER levodopa dosage (Rytary):    1f. Dose ER lévodopa (Rytary): ,1f er levodopa dosage rytary 1f dose er lévodopa rytary,Medications,1.0,Yes
Medication,1g. Name of other PD medication:    1g. Nom d'autres médicaments pour la maladie,1g name of other pd medication 1g nom d autres médicaments pour la maladie de parkinson,Medications,1.0,Yes
Medication,1h. Levodopa dosage (Other PD medication):    1h. Dose lévodopa (autre médicamen,1h levodopa dosage other pd medication 1h dose lévodopa autre médicament pd,Medications,1.0,Yes
Medication,"1i. Foslevodopa, foscarbidopa subcutaneous infusion (Vyalev)    1i. Foslevodopa,",1i foslevodopa foscarbidopa subcutaneous infusion vyalev 1i foslevodopa foscarbidopa en perfusion sous cutanée vyalev,Medications,1.0,Yes
Medication,2. Has the patient shown a significant reduction in symptoms after starting a do,2 has the patient shown a significant reduction in symptoms after starting a dopaminergic agent 2 réduction significative des symptômes consécutive à la prise d un agent dopaminergique,Medications,1.0,Yes
Medication,2a. Is this improvement in symptoms due to treatment still present?    2a. Cette,2a is this improvement in symptoms due to treatment still present 2a cette amélioration des symptômes grâce au traitement est elle toujours présente,Medications,1.0,Yes
Medication,"2b. If 'no or uncertain', did the medication ever help in the past?    2b. Si no",2b if no or uncertain did the medication ever help in the past 2b si non ou incertain avez vous déjà pris des médicaments dans le passé qui ont améliorés vos symptômes,Medications,1.0,Yes
Medication,2c. How long did the medication help?    2c. Combien de temps le médicament a-t-,2c how long did the medication help 2c combien de temps le médicament a t il aidé,Medications,1.0,Yes
Medication,3. Current COMT Inhibitor Medications:(Catechol-O-Methyl Transferase)    3. Médi,3 current comt inhibitor medications catechol o methyl transferase 3 médication actuelle inhibiteur de la comt catéchol o méthyltransférase,Medications,1.0,Yes
Medication,3a. COMT Inhibitor dosage (entacapone/Comtan):    3a. Dose inhibiteur de la COMT,3a comt inhibitor dosage entacapone comtan 3a dose inhibiteur de la comt entacapone comtan,Medications,1.0,Yes
Medication,3b. COMT Inhibitor dosage (entacapone/Stalevo):    3b. Dose inhibiteur de la COM,3b comt inhibitor dosage entacapone stalevo 3b dose inhibiteur de la comt entacapone stalevo,Medications,1.0,Yes
Medication,3c. COMT Inhibitor dosage (tolcapone/Tasmar):    3c. Dose inhibiteur de la COMT(,3c comt inhibitor dosage tolcapone tasmar 3c dose inhibiteur de la comt tolcapone tasmar,Medications,1.0,Yes
Medication,3d. Name of other COMT Inhibitor:    3d. Nom d'un autre inhibiteur de la COMT:,3d name of other comt inhibitor 3d nom d un autre inhibiteur de la comt,Medications,1.0,Yes
Medication,3e. COMT Inhibitor dosage (Other):    3e. Dose d'inhibiteur de la COMT (autre):,3e comt inhibitor dosage other 3e dose d inhibiteur de la comt autre,Medications,1.0,Yes
Medication,4. Current Dopamine Agonist Medications:    4. Médication actuelle - Agoniste do,4 current dopamine agonist medications 4 médication actuelle agoniste dopaminergique,Medications,1.0,Yes
Medication,4a. Dopamine Agonist dosage (pramipexole/Mirapex):    4a. Dose agoniste dopamine,4a dopamine agonist dosage pramipexole mirapex 4a dose agoniste dopaminergique pramipexole mirapex,Medications,1.0,Yes
Medication,4b. Dopamine Agonists dosage (ropinirole/Requip):    4b. Dose agoniste dopaminer,4b dopamine agonists dosage ropinirole requip 4b dose agoniste dopaminergique ropinirole requip,Medications,1.0,Yes
Medication,4c. Dopamine Agonist dosage (rotigotine/Neupro):    4c. Dose agoniste dopaminerg,4c dopamine agonist dosage rotigotine neupro 4c dose agoniste dopaminergique rotigotine neupro,Medications,1.0,Yes
Medication,4d. Dopamine Agonist dosage (apomorphine/Movapo):    4d. Dose agoniste dopaminer,4d dopamine agonist dosage apomorphine movapo 4d dose agoniste dopaminergique apomorphine movapo,Medications,1.0,Yes
Medication,4e. Name of other Dopamine agonist:    4e. Nom d'autre agoniste dopaminergique:,4e name of other dopamine agonist 4e nom d autre agoniste dopaminergique,Medications,1.0,Yes
Medication,4f. Dopamine Agonist dosage (Other):    4f. Dose agoniste dopaminergique (autre),4f dopamine agonist dosage other 4f dose agoniste dopaminergique autre,Medications,1.0,Yes
Medication,"5. Since taking a dopamine agonist, has the patient shown:    5. Depuis la prise",5 since taking a dopamine agonist has the patient shown 5 depuis la prise d agoniste dopaminergique le patient a t il elle démontré,Medications,1.0,Yes
Medication,Please specify other dopamine agonist side effect:    Veuillez préciser si vous ,please specify other dopamine agonist side effect veuillez préciser si vous avez d autres effets secondaires liés à la prise d agonistes dopaminergiques,Medications,1.0,Yes
Medication,6. Current MAO-B Inhibitor Medications: (Monoamine Oxidase)    6. Médication act,6 current mao b inhibitor medications monoamine oxidase 6 médication actuelle mao b inhibiteur monoamine oxidase,Medications,1.0,Yes
Medication,6a. MAO-B Inhibitor dosage (rasagiline/Azilect):    6a. MAO-B Inhibiteur dose (r,6a mao b inhibitor dosage rasagiline azilect 6a mao b inhibiteur dose rasagiline azilect,Medications,1.0,Yes
Medication,6b. MAO-B Inhibitor dosage (selegiline/Eldepryl):    6b. MAO-B Inhibiteur dose (,6b mao b inhibitor dosage selegiline eldepryl 6b mao b inhibiteur dose selegiline eldepryl,Medications,1.0,Yes
Medication,6c. MAO-B Inhibitor dosage (safinamide/Onstryv):    6c. Dose inhibiteur MAO-B (s,6c mao b inhibitor dosage safinamide onstryv 6c dose inhibiteur mao b safinamide onstryv,Medications,1.0,Yes
Medication,6d. Name of other MAO-B Inhibitor:    6d. Nom d'un autre inhbibiteur  MAO-B:,6d name of other mao b inhibitor 6d nom d un autre inhbibiteur mao b,Medications,1.0,Yes
Medication,6e. MAO-B Inhibitor dosage (Other):    6e. Dose inhibiteur MAO-B (autre):,6e mao b inhibitor dosage other 6e dose inhibiteur mao b autre,Medications,1.0,Yes
Medication,7. Other PD medications:    7. Autres médicaments anti-parkinsoniens:,7 other pd medications 7 autres médicaments anti parkinsoniens,Medications,1.0,Yes
Medication,7a. Dosage (amantadine/Symmetrel):    7a. Dose (amantadine/Symmetrel):,7a dosage amantadine symmetrel 7a dose amantadine symmetrel,Medications,1.0,Yes
Medication,"7b. Dosage anticholinergics (biperiden, orphenadrine, procyclidine, benztropine)",7b dosage anticholinergics biperiden orphenadrine procyclidine benztropine 7b dose d anticholinergiques biperiden orphenadrine procyclidine benztropine,Medications,1.0,Yes
Medication,7c. If other precise medication name and dosage (if known):    7c. Si autre médi,7c if other precise medication name and dosage if known 7c si autre médicament précis nom et dosage si connu,Medications,1.0,Yes
Medication,8. Total LED (if participant is not on any medications to treat the symptoms of ,8 total led if participant is not on any medications to treat the symptoms of parkinson s disease mark as 0 zero,Medications,1.0,Yes
Medication,9. Non-PD Medications:    9. Médicaments non-PD:,9 non pd medications 9 médicaments non pd,Medications,1.0,Yes
Medication,Please specify name of other medication:    Veuillez préciser le nom de votre au,please specify name of other medication veuillez préciser le nom de votre autre médication,Medications,1.0,Yes
Medication,9a. Benzodiazepines prescribed for:    9a. Benzodiazépines prescrits pour:,9a benzodiazepines prescribed for 9a benzodiazépines prescrits pour,Medications,1.0,Yes
Medication,10. Has the patient ever had a psychiatric disorder?    10. Le patient a-t-il/el,10 has the patient ever had a psychiatric disorder 10 le patient a t il elle déjà eu un trouble psychiatrique,Mood / Psychiatric,1.0,Yes
Medication,Please specify which other psychiatric disorder:    Veuillez préciser si autre t,please specify which other psychiatric disorder veuillez préciser si autre trouble psychiatrique,Mood / Psychiatric,1.0,Yes
Medication,11. Is the participant followed by health professionals for mental health?     1,11 is the participant followed by health professionals for mental health 11 le participant est il suivi par des professionnels de la santé pour la santé mentale,Mood / Psychiatric,1.0,Yes
MoCA,Was the MoCA administered?     Le MoCA a-t-il été administré?,was the moca administered le moca a t il été administré,Admin,1.0,Yes
MoCA,Who administered the MoCA?     Qui a administré le MoCA?,who administered the moca qui a administré le moca,Admin,1.0,Yes
MoCA,How was the MoCA administered?     Comment le MoCA a-t-il été administré?,how was the moca administered comment le moca a t il été administré,Admin,1.0,Yes
MoCA,MoCA Test Version Administered    Version du test MoCA administrée  ,moca test version administered version du test moca administrée,Admin,1.0,Yes
MoCA,Please specify what MoCA Test Version was administered if you selected other:   ,please specify what moca test version was administered if you selected other veuillez spécifier quelle version de test moca a été administrée si vous en avez sélectionné autre,Admin,1.0,Yes
MoCA,What language was the MoCA administered?     Dans quelle langue le MoCA a-t-il é,what language was the moca administered dans quelle langue le moca a t il été administré,Admin,1.0,Yes
MoCA,Please specify what language the MoCA Test was administered if you selected othe,please specify what language the moca test was administered if you selected other veuillez spécifier quelle langue le test moca a été administrée si vous en avez sélectionné autre,Admin,1.0,Yes
MoCA,Date of MoCA administration     Date d'administration du MoCA,date of moca administration date d administration du moca,Admin,1.0,Yes
MoCA,Question for the coordinator: Was the patient ON or OFF during the MoCA?    Ques,question for the coordinator was the patient on or off during the moca question pour le la coordinateur trice le patient était il on ou off durant le moca,Admin,1.0,Yes
MoCA,Question for the participant: do you currently feel ON or OFF during the MoCA? (,question for the participant do you currently feel on or off during the moca if your medication is working well on question pour le la participant e sentez vous on ou off durant le moca si votre médicament fonctionne bien on,Admin,1.0,Yes
MoCA,Visuospatial/Executive Score    Score Visuospatial/Éxécutif ,visuospatial executive score score visuospatial éxécutif,Cognitive Function,1.0,Yes
MoCA,Naming Score    Score Dénomination,naming score score dénomination,Cognitive Function,1.0,Yes
MoCA,Memory Score    Score Mémoire,memory score score mémoire,Cognitive Function,1.0,Yes
MoCA,Attention Score    Score Attention,attention score score attention,Cognitive Function,1.0,Yes
MoCA,Language Score    Score Langage,language score score langage,Cognitive Function,1.0,Yes
MoCA,Abstraction Score    Score Abstraction,abstraction score score abstraction,Cognitive Function,1.0,Yes
MoCA,Delayed Recall Score    Score Rappel,delayed recall score score rappel,Cognitive Function,1.0,Yes
MoCA,Orientation Score    Score Orientation,orientation score score orientation,Cognitive Function,1.0,Yes
MoCA,TOTAL SCORE (make sure to include extra point for 12 years or less of education),total score make sure to include extra point for 12 years or less of education score total assurez vous d inclure un point supplémentaire pour 12 ans ou moins d éducation,Composite Scores,1.0,Yes
MoCA,Make sure total score and calculation of total score are the same (will not incl,make sure total score and calculation of total score are the same will not include extra point for 12 years or less of education assurez vous que le score total et le calcul du score total sont les mêmes n inclura pas de point supplémentaire pour 12 ans ou moins d études,Composite Scores,0.881,Yes
MoCA,Did the participant receive +1 extra point for 12 years or less of education?   ,did the participant receive 1 extra point for 12 years or less of education le participant a t il reçu 1 point supplémentaire pour 12 ans ou moins d études,Composite Scores,1.0,Yes
MoCA,Comments:     Commentaires: ,comments commentaires,Admin,1.0,Yes
MoCA-1,Was the MoCA administered?     Le MoCA a-t-il été administré?,was the moca administered le moca a t il été administré,Admin,1.0,Yes
MoCA-1,Who administered the MoCA?     Qui a administré le MoCA?,who administered the moca qui a administré le moca,Admin,1.0,Yes
MoCA-1,How was the MoCA administered?     Comment le MoCA a-t-il été administré?,how was the moca administered comment le moca a t il été administré,Admin,1.0,Yes
MoCA-1,MoCA Test Version Administered    Version du test MoCA administrée  ,moca test version administered version du test moca administrée,Admin,1.0,Yes
MoCA-1,Please specify what MoCA Test Version was administered if you selected other:   ,please specify what moca test version was administered if you selected other veuillez spécifier quelle version de test moca a été administrée si vous en avez sélectionné autre,Admin,1.0,Yes
MoCA-1,What language was the MoCA administered?     Dans quelle langue le MoCA a-t-il é,what language was the moca administered dans quelle langue le moca a t il été administré,Admin,1.0,Yes
MoCA-1,Please specify what language the MoCA Test was administered if you selected othe,please specify what language the moca test was administered if you selected other veuillez spécifier quelle langue le test moca a été administrée si vous en avez sélectionné autre,Admin,1.0,Yes
MoCA-1,Date of MoCA administration     Date d'administration du MoCA,date of moca administration date d administration du moca,Admin,1.0,Yes
MoCA-1,Question for the coordinator: Was the patient ON or OFF during the MoCA?    Ques,question for the coordinator was the patient on or off during the moca question pour le la coordinateur trice le patient était il on ou off durant le moca,Admin,1.0,Yes
MoCA-1,Question for the participant: do you currently feel ON or OFF during the MoCA? (,question for the participant do you currently feel on or off during the moca if your medication is working well on question pour le la participant e sentez vous on ou off durant le moca si votre médicament fonctionne bien on,Admin,1.0,Yes
MoCA-1,Visuospatial/Executive Score    Score Visuospatial/Éxécutif ,visuospatial executive score score visuospatial éxécutif,Cognitive Function,1.0,Yes
MoCA-1,Naming Score    Score Dénomination,naming score score dénomination,Cognitive Function,1.0,Yes
MoCA-1,Memory Score    Score Mémoire,memory score score mémoire,Cognitive Function,1.0,Yes
MoCA-1,Attention Score    Score Attention,attention score score attention,Cognitive Function,1.0,Yes
